skillName,simLinked,simSymba
api development,"Tuple{String,Float32}[(""api development"", 1.0), (""ad development"", 0.866667), (""gui development"", 0.866667), (""ip development"", 0.866667), (""roi development"", 0.866667), (""sap development"", 0.866667), (""wpf development"", 0.866667), (""copy development"", 0.8125), (""game development"", 0.8125), (""ipad development"", 0.8125), (""land development"", 0.8125), (""name development"", 0.8125), (""p&id development"", 0.8125), (""part development"", 0.8125), (""spec development"", 0.8125), (""trim development"", 0.8125), (""wash development"", 0.8125), (""wiki development"", 0.8125), (""bom development"", 0.8), (""cmc development"", 0.8), (""hw development"", 0.8), (""ios development"", 0.8), (""it development"", 0.8), (""jsp development"", 0.8), (""kol development"", 0.8), (""new development"", 0.8), (""p&l development"", 0.8), (""pdk development"", 0.8), (""php development"", 0.8), (""pmo development"", 0.8), (""pop development"", 0.8), (""rep development"", 0.8), (""rfq development"", 0.8), (""rtl development"", 0.8), (""sar development"", 0.8), (""sdk development"", 0.8), (""sme development"", 0.8), (""sop development"", 0.8), (""web development"", 0.8), (""capital development"", 0.789474), (""artist development"", 0.777778), (""fabric development"", 0.777778), (""family development"", 0.777778), (""sample development"", 0.777778), (""adult development"", 0.764706), (""agent development"", 0.764706), (""assay development"", 0.764706), (""asset development"", 0.764706), (""board development"", 0.764706), (""brand development"", 0.764706), (""child development"", 0.764706), (""early development"", 0.764706), (""image development"", 0.764706), (""joint development"", 0.764706), (""media development"", 0.764706), (""music development"", 0.764706), (""pitch development"", 0.764706), (""print development"", 0.764706), (""quant development"", 0.764706), (""range development"", 0.764706), (""staff development"", 0.764706), (""trade development"", 0.764706), (""blog development"", 0.75), (""campaign development"", 0.75), (""capacity development"", 0.75), (""club development"", 0.75), (""core development"", 0.75), (""deal development"", 0.75), (""drug development"", 0.75), (""flow development"", 0.75), (""form development"", 0.75), (""fund development"", 0.75), (""goal development"", 0.75), (""graphics development"", 0.75), (""j2me development"", 0.75), (""lead development"", 0.75), (""link development"", 0.75), (""list development"", 0.75), (""logo development"", 0.75), (""look development"", 0.75), (""menu development"", 0.75), (""new developments"", 0.75), (""peer development"", 0.75), (""port development"", 0.75), (""site development"", 0.75), (""team development"", 0.75), (""test development"", 0.75), (""tour development"", 0.75), (""advisor development"", 0.736842), (""african development"", 0.736842), (""airport development"", 0.736842), (""android development"", 0.736842), (""artist developement"", 0.736842), (""carrier development"", 0.736842), (""reading development"", 0.736842), (""co-development"", 0.733333), (""pre-development"", 0.733333), (""redevelopment"", 0.733333), (""agency development"", 0.722222), (""agenda development"", 0.722222), (""brand developement"", 0.722222), (""career development"", 0.722222), (""client development"", 0.722222), (""device development"", 0.722222), (""engine development"", 0.722222), (""export development"", 0.722222), (""manual development"", 0.722222), (""market development"", 0.722222), (""metric development"", 0.722222), (""office development"", 0.722222), (""online development"", 0.722222), (""patent development"", 0.722222), (""people development"", 0.722222), (""player development"", 0.722222), (""policy development"", 0.722222), (""recipe development"", 0.722222), (""report development"", 0.722222), (""series development"", 0.722222), (""social development"", 0.722222), (""sports development"", 0.722222), (""strain development"", 0.722222), (""talent development"", 0.722222), (""target development"", 0.722222), (""vision development"", 0.722222), (""cloud development"", 0.705882), (""color development"", 0.705882), (""donor development"", 0.705882), (""field development"", 0.705882), (""force development"", 0.705882), (""forms development"", 0.705882), (""green development"", 0.705882), (""group development"", 0.705882), (""human development"", 0.705882), (""ideas development"", 0.705882), (""kiosk development"", 0.705882), (""linux development"", 0.705882), (""local development"", 0.705882), (""model development"", 0.705882), (""offer development"", 0.705882), (""power development"", 0.705882), (""route development"", 0.705882), (""rural development"", 0.705882), (""style development"", 0.705882), (""theme development"", 0.705882), (""venue development"", 0.705882), (""video development"", 0.705882), (""youth development"", 0.705882)]","Tuple{String,Float32}[(""agile development"", 0.823529), (""development"", 0.733333), (""development"", 0.733333), (""driver development"", 0.722222)]"
mobile technology,"Tuple{String,Float32}[(""mobile technology"", 1.0), (""missile technology"", 0.833333), (""voice technology"", 0.823529), (""compiler technology"", 0.789474), (""core technology"", 0.764706), (""home technology"", 0.764706), (""media technology"", 0.764706), (""music technology"", 0.764706), (""online technology"", 0.764706), (""imaging technology"", 0.722222), (""medical technology"", 0.722222), (""automotive technology"", 0.714286), (""audio technology"", 0.705882), (""biotechnology"", 0.705882), (""blade technology"", 0.705882), (""enzyme technology"", 0.705882), (""food technology"", 0.705882), (""game technology"", 0.705882), (""gaming technology"", 0.705882), (""legal technology"", 0.705882), (""microtechnology"", 0.705882), (""retail technology"", 0.705882), (""space technology"", 0.705882), (""video technology"", 0.705882)]","Tuple{String,Float32}[(""biotechnology"", 0.705882)]"
strategic partnerships,"Tuple{String,Float32}[(""strategic partnerships"", 1.0), (""strategic partners"", 0.818182), (""strategic leadership"", 0.727273), (""strategic partner relations"", 0.703704)]","Tuple{String,Float32}[]"
ipsec,"Tuple{String,Float32}[(""ipsec"", 1.0)]","Tuple{String,Float32}[]"
ip,"Tuple{String,Float32}[(""ip"", 1.0)]","Tuple{String,Float32}[]"
retirement planning,"Tuple{String,Float32}[(""retirement planning"", 1.0), (""retirement plans"", 0.789474), (""green event planning"", 0.75), (""deployment planning"", 0.736842), (""engagement planning"", 0.736842), (""management planning"", 0.736842), (""retirement savings"", 0.736842), (""treatment planning"", 0.736842), (""retirement plan consulting"", 0.730769), (""marketing event planning"", 0.708333)]","Tuple{String,Float32}[]"
servant leadership,"Tuple{String,Float32}[(""servant leadership"", 1.0), (""student leadership"", 0.777778), (""personal leadership"", 0.736842), (""design leadership"", 0.722222), (""scout leadership"", 0.722222), (""team leadership"", 0.722222)]","Tuple{String,Float32}[]"
continuous improvement,"Tuple{String,Float32}[(""continuous improvement"", 1.0), (""continuous improvement culture"", 0.733333), (""continuous process improvement"", 0.733333)]","Tuple{String,Float32}[(""continuous self-improvement"", 0.814815)]"
agile coaching,"Tuple{String,Float32}[(""life coaching"", 0.785714), (""adhd coaching"", 0.714286), (""agile modeling"", 0.714286), (""life-coaching"", 0.714286), (""sales coaching"", 0.714286), (""creative coaching"", 0.705882)]","Tuple{String,Float32}[]"
linguistics,"Tuple{String,Float32}[(""linguistics"", 1.0), (""logistics"", 0.727273)]","Tuple{String,Float32}[]"
data science,"Tuple{String,Float32}[(""data science"", 1.0), (""dairy science"", 0.769231), (""earth science"", 0.769231)]","Tuple{String,Float32}[]"
digital,"Tuple{String,Float32}[(""digital"", 1.0)]","Tuple{String,Float32}[(""digital"", 1.0), (""digital"", 1.0)]"
machine learning ,"Tuple{String,Float32}[(""machine learning"", 0.941176), (""active learning"", 0.764706), (""machine guarding"", 0.764706), (""action learning"", 0.705882), (""mobile learning"", 0.705882)]","Tuple{String,Float32}[(""machine learning tools"", 0.772727), (""machine learning methods"", 0.708333)]"
redhat,"Tuple{String,Float32}[(""redhat"", 1.0), (""red hat"", 0.857143), (""redgate"", 0.714286), (""redhawk"", 0.714286)]","Tuple{String,Float32}[]"
veritas volume manager,"Tuple{String,Float32}[(""veritas volume manager"", 1.0), (""solaris volume manager"", 0.727273)]","Tuple{String,Float32}[]"
veritas cluster server,"Tuple{String,Float32}[(""veritas cluster server"", 1.0)]","Tuple{String,Float32}[]"
veritas storage foundation,"Tuple{String,Float32}[(""veritas storage foundation"", 1.0)]","Tuple{String,Float32}[]"
spring aop,"Tuple{String,Float32}[(""spring roo"", 0.8), (""spring boot"", 0.727273), (""spring data"", 0.727273)]","Tuple{String,Float32}[]"
mathematics,"Tuple{String,Float32}[(""mathematics"", 1.0), (""mathematica"", 0.909091), (""mathmatics"", 0.909091), (""thematic"", 0.727273)]","Tuple{String,Float32}[]"
lean management,"Tuple{String,Float32}[(""lean management"", 1.0), (""lan management"", 0.933333), (""lead management"", 0.933333), (""leave management"", 0.875), (""legal management"", 0.875), (""deal management"", 0.866667), (""land management"", 0.866667), (""load management"", 0.866667), (""man management"", 0.866667), (""team management"", 0.866667), (""demand management"", 0.823529), (""brand management"", 0.8125), (""fleet management"", 0.8125), (""grant management"", 0.8125), (""plant management"", 0.8125), (""band management"", 0.8), (""bank management"", 0.8), (""bar management"", 0.8), (""bed management"", 0.8), (""beta management"", 0.8), (""cra management"", 0.8), (""debt management"", 0.8), (""ems management"", 0.8), (""key management"", 0.8), (""line management"", 0.8), (""list management"", 0.8), (""log management"", 0.8), (""man mangement"", 0.8), (""man-management"", 0.8), (""news management"", 0.8), (""oem management"", 0.8), (""pain management"", 0.8), (""road management"", 0.8), (""self management"", 0.8), (""spa management"", 0.8), (""test management"", 0.8), (""learning management"", 0.789474), (""release management"", 0.777778), (""tenancy management"", 0.777778), (""branch management"", 0.764706), (""change management"", 0.764706), (""dealer management"", 0.764706), (""design management"", 0.764706), (""domain management"", 0.764706), (""global management"", 0.764706), (""health management"", 0.764706), (""rental management"", 0.764706), (""retail management"", 0.764706), (""search management"", 0.764706), (""talent management"", 0.764706), (""threat management"", 0.764706), (""wealth management"", 0.764706), (""alarm management"", 0.75), (""blood management"", 0.75), (""chaos management"", 0.75), (""diary management"", 0.75), (""email management"", 0.75), (""event management"", 0.75), (""flood management"", 0.75), (""floor management"", 0.75), (""image management"", 0.75), (""label management"", 0.75), (""labor management"", 0.75), (""media management"", 0.75), (""press management"", 0.75), (""print management"", 0.75), (""queue management"", 0.75), (""range management"", 0.75), (""sales management"", 0.75), (""space management"", 0.75), (""spend management"", 0.75), (""staff management"", 0.75), (""stage management"", 0.75), (""state management"", 0.75), (""trade management"", 0.75), (""trial management"", 0.75), (""venue management"", 0.75), (""yield management"", 0.75), (""deadline management"", 0.736842), (""delegate management"", 0.736842), (""literary management"", 0.736842), (""location management"", 0.736842), (""relation management"", 0.736842), (""a/r management"", 0.733333), (""acd management"", 0.733333), (""bid management"", 0.733333), (""bom management"", 0.733333), (""bu management"", 0.733333), (""call management"", 0.733333), (""camp management"", 0.733333), (""care management"", 0.733333), (""case management"", 0.733333), (""cash management"", 0.733333), (""city management"", 0.733333), (""cmo management"", 0.733333), (""cost management"", 0.733333), (""crew management"", 0.733333), (""cro management"", 0.733333), (""data management"", 0.733333), (""disk management"", 0.733333), (""dns management"", 0.733333), (""f&b management"", 0.733333), (""file management"", 0.733333), (""fire management"", 0.733333), (""font management"", 0.733333), (""food management"", 0.733333), (""fuel management"", 0.733333), (""game management"", 0.733333), (""golf management"", 0.733333), (""h&s management"", 0.733333), (""hr management"", 0.733333), (""ip management"", 0.733333), (""it management"", 0.733333), (""kol management"", 0.733333), (""move management"", 0.733333), (""mro management"", 0.733333), (""npi management"", 0.733333), (""odm management"", 0.733333), (""p&l management"", 0.733333), (""pc management"", 0.733333), (""pdf management"", 0.733333), (""pnl management"", 0.733333), (""port management"", 0.733333), (""proj management"", 0.733333), (""psl management"", 0.733333), (""rate management"", 0.733333), (""risk management"", 0.733333), (""roi management"", 0.733333), (""rto management"", 0.733333), (""self-management"", 0.733333), (""ship management"", 0.733333), (""site management"", 0.733333), (""sku management"", 0.733333), (""sme management"", 0.733333), (""soil management"", 0.733333), (""tape management"", 0.733333), (""task management"", 0.733333), (""time management"", 0.733333), (""top management"", 0.733333), (""tour management"", 0.733333), (""turf management"", 0.733333), (""user management"", 0.733333), (""vip management"", 0.733333), (""work management"", 0.733333), (""yard management"", 0.733333), (""c level management"", 0.722222), (""channel management"", 0.722222), (""company management"", 0.722222), (""disease management"", 0.722222), (""gallery management"", 0.722222), (""general management"", 0.722222), (""library management"", 0.722222), (""license management"", 0.722222), (""medical management"", 0.722222), (""meeting management"", 0.722222), (""returns management"", 0.722222), (""serials management"", 0.722222), (""session management"", 0.722222), (""speaker management"", 0.722222), (""thermal management"", 0.722222), (""version management"", 0.722222), (""webinar management"", 0.722222), (""wedding management"", 0.722222), (""agency management"", 0.705882), (""airway management"", 0.705882), (""carbon management"", 0.705882), (""career management"", 0.705882), (""casino management"", 0.705882), (""claims management"", 0.705882), (""clinic management"", 0.705882), (""credit management"", 0.705882), (""dialer management"", 0.705882), (""direct management"", 0.705882), (""e-mail management"", 0.705882), (""energy management"", 0.705882), (""estate management"", 0.705882), (""forest management"", 0.705882), (""labour management"", 0.705882), (""memory management"", 0.705882), (""metric management"", 0.705882), (""online management"", 0.705882), (""outage management"", 0.705882), (""people management"", 0.705882), (""policy management"", 0.705882), (""senior management"", 0.705882), (""server management"", 0.705882), (""shrink management"", 0.705882), (""stable management"", 0.705882), (""strata management"", 0.705882), (""stress management"", 0.705882), (""tender management"", 0.705882), (""travel management"", 0.705882), (""vendor management"", 0.705882), (""vessel management"", 0.705882), (""visual management"", 0.705882), (""volume management"", 0.705882), (""weight management"", 0.705882)]","Tuple{String,Float32}[(""team management"", 0.866667), (""float management"", 0.8125), (""change management"", 0.764706), (""event management"", 0.75), (""page management"", 0.733333), (""risk management"", 0.733333), (""task management"", 0.733333), (""done management"", 0.733333), (""task management"", 0.733333), (""revenue management"", 0.722222)]"
minitab,"Tuple{String,Float32}[(""minitab"", 1.0), (""mini tab"", 0.875), (""mintab"", 0.857143), (""minicad"", 0.714286), (""minimal"", 0.714286)]","Tuple{String,Float32}[]"
process engineering,"Tuple{String,Float32}[(""process engineering"", 1.0), (""project engineering"", 0.842105), (""protein engineering"", 0.842105), (""wireless engineering"", 0.8), (""ocean engineering"", 0.789474), (""power engineering"", 0.789474), (""product engineering"", 0.789474), (""robust engineering"", 0.789474), (""broadcast engineering"", 0.761905), (""petroleum engineering"", 0.761905), (""precision engineering"", 0.761905), (""business engineering"", 0.75), (""frontend engineering"", 0.75), (""cost engineering"", 0.736842), (""green engineering"", 0.736842), (""oracle engineering"", 0.736842), (""osp engineering"", 0.736842), (""paper engineering"", 0.736842), (""release engineering"", 0.736842), (""reverse engineering"", 0.736842), (""risk engineering"", 0.736842), (""river engineering"", 0.736842), (""sales engineering"", 0.736842), (""social engineering"", 0.736842), (""systems engineering"", 0.736842), (""test engineering"", 0.736842), (""process engineering design"", 0.730769), (""process safety engineering"", 0.730769), (""production engineering"", 0.727273), (""front-end engineering"", 0.714286)]","Tuple{String,Float32}[]"
chemical engineering,"Tuple{String,Float32}[(""chemical engineering"", 1.0), (""biochemical engineering"", 0.869565), (""chemical engineers"", 0.85), (""clinical engineering"", 0.85), (""mechanical engineering"", 0.818182), (""technical engineering"", 0.809524), (""optical engineering"", 0.8), (""thermal engineering"", 0.8), (""biomedical engineering"", 0.772727), (""electrical engineering"", 0.772727), (""civil engineering"", 0.75), (""coastal engineering"", 0.75), (""combat engineering"", 0.75), (""crystal engineering"", 0.75), (""device engineering"", 0.75), (""human engineering"", 0.75), (""social engineering"", 0.75), (""vehicle engineering"", 0.75), (""electrochemical engineering"", 0.740741), (""biological engineering"", 0.727273), (""conceptual engineering"", 0.727273), (""chemical process engineering"", 0.714286), (""financial engineering"", 0.714286), (""municipal engineering"", 0.714286), (""geotechnical engineering"", 0.708333)]","Tuple{String,Float32}[]"
mvvm,"Tuple{String,Float32}[]","Tuple{String,Float32}[]"
customer acquisition,"Tuple{String,Float32}[(""customer acquisition"", 1.0), (""cost per acquisition"", 0.85), (""new customer acquisitions"", 0.8), (""partner acquisition"", 0.75), (""system acquisition"", 0.75), (""systems acquisition"", 0.75), (""customer applications"", 0.714286)]","Tuple{String,Float32}[]"
spatial planning,"Tuple{String,Float32}[(""spatial planning"", 1.0), (""social planning"", 0.8125), (""tactical planning"", 0.764706), (""data planning"", 0.75), (""operational planning"", 0.75), (""path planning"", 0.75), (""space planning"", 0.75), (""sprint planning"", 0.75), (""editorial planning"", 0.722222), (""financial planning"", 0.722222), (""state tax planning"", 0.722222), (""capacity planning"", 0.705882), (""software planning"", 0.705882), (""vacation planning"", 0.705882)]","Tuple{String,Float32}[]"
master data management,"Tuple{String,Float32}[(""master data management"", 1.0), (""meter data management"", 0.909091), (""material management"", 0.772727), (""materials management"", 0.772727), (""metadata management"", 0.772727), (""strata management"", 0.772727), (""employee data management"", 0.75), (""spatial data management"", 0.73913), (""distributed data management"", 0.703704)]","Tuple{String,Float32}[]"
editorial,"Tuple{String,Float32}[(""editorial"", 1.0)]","Tuple{String,Float32}[]"
education,"Tuple{String,Float32}[(""education"", 1.0), (""ducation"", 0.888889), (""dedication"", 0.8), (""emulation"", 0.777778), (""equation"", 0.777778)]","Tuple{String,Float32}[(""education"", 1.0), (""education"", 1.0), (""educating"", 0.777778)]"
educational leadership,"Tuple{String,Float32}[(""educational leadership"", 1.0), (""functional leadership"", 0.818182), (""situational leadership"", 0.818182), (""international leadership"", 0.75), (""operations leadership"", 0.727273), (""organisational leadership"", 0.72), (""organizational leadership"", 0.72)]","Tuple{String,Float32}[]"
at multitasking,"Tuple{String,Float32}[(""at multitasking"", 1.0), (""multi tasking"", 0.733333)]","Tuple{String,Float32}[]"
mssql,"Tuple{String,Float32}[(""msql"", 0.8), (""mysql"", 0.8)]","Tuple{String,Float32}[(""mysql"", 0.8)]"
aplicaciones web,"Tuple{String,Float32}[]","Tuple{String,Float32}[]"
thumb-2 instruction set,"Tuple{String,Float32}[(""mips instruction set"", 0.73913)]","Tuple{String,Float32}[]"
android studio,"Tuple{String,Float32}[(""android studio"", 1.0), (""admin studio"", 0.714286), (""android sdk"", 0.714286), (""avid studio"", 0.714286)]","Tuple{String,Float32}[]"
regression analysis,"Tuple{String,Float32}[(""regression analysis"", 1.0), (""commission analysis"", 0.736842), (""conversion analysis"", 0.736842), (""decision analysis"", 0.736842), (""mission analysis"", 0.736842)]","Tuple{String,Float32}[]"
bloomberg terminal,"Tuple{String,Float32}[(""bloomberg terminal"", 1.0)]","Tuple{String,Float32}[]"
docker,"Tuple{String,Float32}[(""docker"", 1.0), (""lockers"", 0.714286)]","Tuple{String,Float32}[(""docker"", 1.0)]"
amazon s3,"Tuple{String,Float32}[(""amazon s3"", 1.0), (""amazon ses"", 0.8), (""amazon sns"", 0.8), (""amazon sqs"", 0.8)]","Tuple{String,Float32}[]"
tibco ems,"Tuple{String,Float32}[(""tibco ems"", 1.0)]","Tuple{String,Float32}[]"
backbone.js,"Tuple{String,Float32}[(""backbone.js"", 1.0)]","Tuple{String,Float32}[(""backbone"", 0.727273)]"
channel,"Tuple{String,Float32}[(""channel"", 1.0), (""channels"", 0.875), (""change"", 0.714286), (""cpanel"", 0.714286), (""handel"", 0.714286), (""kannel"", 0.714286)]","Tuple{String,Float32}[]"
interactive advertising,"Tuple{String,Float32}[(""interactive advertising"", 1.0), (""cooperative advertising"", 0.782609), (""native advertising"", 0.782609), (""international advertising"", 0.76), (""interactive marketing"", 0.73913), (""interactive training"", 0.73913), (""interactive writing"", 0.73913)]","Tuple{String,Float32}[]"
community outreach,"Tuple{String,Float32}[(""community outreach"", 1.0), (""celebrity outreach"", 0.722222), (""community pharmacy"", 0.722222), (""community research"", 0.722222)]","Tuple{String,Float32}[]"
eagle star,"Tuple{String,Float32}[]","Tuple{String,Float32}[]"
fund accounting,"Tuple{String,Float32}[(""fund accounting"", 1.0), (""bank accounting"", 0.8), (""route accounting"", 0.75), (""trust accounting"", 0.75), (""call accounting"", 0.733333), (""cost accounting"", 0.733333), (""gas accounting"", 0.733333), (""ghg accounting"", 0.733333), (""sap accounting"", 0.733333), (""tax accounting"", 0.733333), (""tour accounting"", 0.733333), (""branch accounting"", 0.705882)]","Tuple{String,Float32}[(""cost accounting"", 0.733333), (""tax accounting"", 0.733333)]"
agile web development,"Tuple{String,Float32}[(""agile web development"", 1.0), (""athlete development"", 0.761905), (""back-end web development"", 0.75), (""general web development"", 0.73913), (""facilities development"", 0.727273), (""agency development"", 0.714286), (""agenda development"", 0.714286), (""agent development"", 0.714286), (""audience development"", 0.714286), (""green development"", 0.714286), (""iseries development"", 0.714286), (""web development"", 0.714286), (""semantic web development"", 0.708333)]","Tuple{String,Float32}[(""agile development"", 0.809524), (""slide deck development"", 0.727273)]"
vevraa,"Tuple{String,Float32}[]","Tuple{String,Float32}[]"
rpo,"Tuple{String,Float32}[(""rpo"", 1.0), (""orpo"", 0.75), (""rpos"", 0.75)]","Tuple{String,Float32}[]"
wind energy,"Tuple{String,Float32}[(""wind energy"", 1.0), (""high energy"", 0.727273), (""wave energy"", 0.727273)]","Tuple{String,Float32}[]"
test planning,"Tuple{String,Float32}[(""test planning"", 1.0), (""cost planning"", 0.846154), (""asset planning"", 0.785714), (""event planning"", 0.785714), (""fleet planning"", 0.785714), (""diet planning"", 0.769231), (""gift planning"", 0.769231), (""tax planning"", 0.769231), (""tour planning"", 0.769231), (""content planning"", 0.75), (""transit planning"", 0.75), (""estate planning"", 0.733333), (""lesson planning"", 0.733333), (""system planning"", 0.733333), (""tender planning"", 0.733333), (""joint planning"", 0.714286), (""masterplanning"", 0.714286), (""media planning"", 0.714286), (""party planning"", 0.714286), (""route planning"", 0.714286), (""staff planning"", 0.714286), (""story planning"", 0.714286)]","Tuple{String,Float32}[(""content planning"", 0.75)]"
selenium,"Tuple{String,Float32}[(""selenium"", 1.0)]","Tuple{String,Float32}[]"
simulations,"Tuple{String,Float32}[(""simulations"", 1.0), (""situations"", 0.818182), (""stimulation"", 0.818182), (""formulations"", 0.75), (""emulation"", 0.727273), (""limitations"", 0.727273), (""regulations"", 0.727273), (""violations"", 0.727273)]","Tuple{String,Float32}[]"
social psychology,"Tuple{String,Float32}[(""social psychology"", 1.0), (""moral psychology"", 0.823529), (""medical psychology"", 0.777778), (""media psychology"", 0.764706), (""police psychology"", 0.764706), (""school psychology"", 0.764706), (""social ecology"", 0.764706), (""political psychology"", 0.75), (""abnormal psychology"", 0.736842), (""clinical psychology"", 0.736842), (""jungian psychology"", 0.722222), (""somatic psychology"", 0.722222), (""color psychology"", 0.705882), (""music psychology"", 0.705882), (""sports psychology"", 0.705882)]","Tuple{String,Float32}[]"
developmental psychology,"Tuple{String,Float32}[(""developmental psychology"", 1.0), (""developmental psychopathology"", 0.827586), (""developmental biology"", 0.791667), (""environmental psychology"", 0.791667), (""experimental psychology"", 0.75)]","Tuple{String,Float32}[]"
experimental design,"Tuple{String,Float32}[(""experimental design"", 1.0), (""experience design"", 0.789474), (""experimental music"", 0.789474), (""environmental design"", 0.75), (""experimental physics"", 0.75), (""experimental film"", 0.736842), (""experimental research"", 0.714286)]","Tuple{String,Float32}[]"
computer literacy,"Tuple{String,Float32}[(""computer literacy"", 1.0), (""computer literate"", 0.882353)]","Tuple{String,Float32}[]"
digital photography,"Tuple{String,Float32}[(""digital photography"", 1.0), (""aerial photography"", 0.789474), (""digital mammography"", 0.789474), (""digital radiography"", 0.789474), (""night photography"", 0.789474), (""social photography"", 0.789474), (""editorial photography"", 0.761905), (""still photography"", 0.736842), (""lifestyle photography"", 0.714286)]","Tuple{String,Float32}[]"
portrait photography,"Tuple{String,Float32}[(""portrait photography"", 1.0), (""corporate photography"", 0.761905), (""panoramic photography"", 0.761905), (""product photography"", 0.75), (""sports photography"", 0.75), (""street photography"", 0.75), (""maternity photography"", 0.714286)]","Tuple{String,Float32}[]"
studio photography,"Tuple{String,Float32}[(""studio photography"", 1.0), (""candid photography"", 0.777778), (""music photography"", 0.777778), (""still photography"", 0.777778), (""stock photography"", 0.777778), (""street photography"", 0.777778), (""surf photography"", 0.777778), (""video photography"", 0.777778), (""fashion photography"", 0.736842), (""wedding photography"", 0.736842), (""food photography"", 0.722222), (""fundus photography"", 0.722222), (""hdr photography"", 0.722222), (""macro photography"", 0.722222), (""nature photography"", 0.722222), (""social photography"", 0.722222), (""sports photography"", 0.722222), (""construction photography"", 0.708333)]","Tuple{String,Float32}[]"
data structure ,"Tuple{String,Float32}[(""data structures"", 0.933333), (""deal structures"", 0.733333), (""pay structures"", 0.733333), (""capital structure"", 0.705882), (""salary structures"", 0.705882)]","Tuple{String,Float32}[(""data structures"", 0.933333)]"
content management,"Tuple{String,Float32}[(""content management"", 1.0), (""contact management"", 0.888889), (""contract management"", 0.842105), (""web content management"", 0.818182), (""continuity management"", 0.809524), (""accident management"", 0.789474), (""conflict management"", 0.789474), (""document management"", 0.789474), (""company management"", 0.777778), (""cost management"", 0.777778), (""event management"", 0.777778), (""font management"", 0.777778), (""forest management"", 0.777778), (""hotel management"", 0.777778), (""money management"", 0.777778), (""online management"", 0.777778), (""output management"", 0.777778), (""talent management"", 0.777778), (""test management"", 0.777778), (""contingency management"", 0.772727), (""cost center management"", 0.772727), (""accounting management"", 0.761905), (""competence management"", 0.761905), (""competency management"", 0.761905), (""conference management"", 0.761905), (""congestion management"", 0.761905), (""contractor management"", 0.761905), (""government management"", 0.761905), (""catchment management"", 0.75), (""complaint management"", 0.75), (""frontline management"", 0.75), (""volunteer management"", 0.75), (""compound management"", 0.736842), (""computer management"", 0.736842), (""incident management"", 0.736842), (""nutrient management"", 0.736842), (""pavement management"", 0.736842), (""environment management"", 0.727273), (""account management"", 0.722222), (""anger management"", 0.722222), (""artist management"", 0.722222), (""asset management"", 0.722222), (""border management"", 0.722222), (""budget management"", 0.722222), (""cable management"", 0.722222), (""carbon management"", 0.722222), (""care management"", 0.722222), (""career management"", 0.722222), (""case management"", 0.722222), (""casino management"", 0.722222), (""change management"", 0.722222), (""channel management"", 0.722222), (""city management"", 0.722222), (""cluster management"", 0.722222), (""coastal management"", 0.722222), (""color management"", 0.722222), (""course management"", 0.722222), (""credit management"", 0.722222), (""crew management"", 0.722222), (""culture management"", 0.722222), (""debt management"", 0.722222), (""direct management"", 0.722222), (""domain management"", 0.722222), (""donor management"", 0.722222), (""fleet management"", 0.722222), (""force management"", 0.722222), (""grant management"", 0.722222), (""house management"", 0.722222), (""housing management"", 0.722222), (""interim management"", 0.722222), (""line management"", 0.722222), (""meeting management"", 0.722222), (""model management"", 0.722222), (""move management"", 0.722222), (""moves management"", 0.722222), (""news management"", 0.722222), (""oem management"", 0.722222), (""onsite management"", 0.722222), (""order management"", 0.722222), (""outage management"", 0.722222), (""plant management"", 0.722222), (""port management"", 0.722222), (""power management"", 0.722222), (""print management"", 0.722222), (""project management"", 0.722222), (""range management"", 0.722222), (""rate management"", 0.722222), (""rental management"", 0.722222), (""scope management"", 0.722222), (""site management"", 0.722222), (""spend management"", 0.722222), (""state management"", 0.722222), (""systems management"", 0.722222), (""team management"", 0.722222), (""tender management"", 0.722222), (""threat management"", 0.722222), (""venture management"", 0.722222), (""venue management"", 0.722222), (""waste management"", 0.722222), (""contact center management"", 0.72), (""mobile content management"", 0.72), (""collateral management"", 0.714286), (""complaints management"", 0.714286), (""complexity management"", 0.714286), (""department management"", 0.714286), (""enrollment management"", 0.714286), (""front line management"", 0.714286), (""investment management"", 0.714286)]","Tuple{String,Float32}[(""content management"", 1.0), (""event management"", 0.777778), (""money management"", 0.777778), (""done management"", 0.777778), (""complaint management"", 0.75), (""contributor management"", 0.727273), (""change management"", 0.722222), (""team management"", 0.722222), (""project management"", 0.722222), (""order management"", 0.722222), (""budget management"", 0.722222), (""asset management"", 0.722222), (""cadence management"", 0.722222), (""waste management"", 0.722222), (""cadence management"", 0.722222)]"
